image_id,width,height,bbox,source
16_Award_Ceremony_Awards_Ceremony_16_305,1024,1536,"[387.00032, 264.0, 96.0, 155.999232]",2
16_Award_Ceremony_Awards_Ceremony_16_305,1024,1536,"[591.999488, 278.99904, 90.000384, 132.000768]",2
16_Award_Ceremony_Awards_Ceremony_16_309,1024,1495,"[273.999872, 172.00049749999997, 273.999872, 384.99987500000003]",2
16_Award_Ceremony_Awards_Ceremony_16_309,1024,1495,"[889.99936, 449.00082499999996, 131.00032, 227.99946]",2
16_Award_Ceremony_Awards_Ceremony_16_309,1024,1495,"[721.000448, 311.999025, 110.999552, 207.00069]",2
16_Award_Ceremony_Awards_Ceremony_16_311,1024,1358,"[390.000128, 106.00004800000002, 190.999552, 281.000076]",2
16_Award_Ceremony_Awards_Ceremony_16_338,1024,1697,"[360.999424, 135.99927700000003, 268.000256, 381.000258]",2
16_Award_Ceremony_Awards_Ceremony_16_346,1024,790,"[219.999744, 22.000315000000008, 69.999616, 108.00010999999999]",2
16_Award_Ceremony_Awards_Ceremony_16_346,1024,790,"[652.000256, 60.00010499999999, 199.999488, 307.99967000000004]",2
16_Award_Ceremony_Awards_Ceremony_16_361,1024,1555,"[469.99961599999995, 105.99968499999999, 106.999808, 180.00057999999999]",2
16_Award_Ceremony_Awards_Ceremony_16_392,1024,1537,"[486.999552, 262.00009400000005, 176.0, 236.00020199999997]",2
16_Award_Ceremony_Awards_Ceremony_16_392,1024,1537,"[174.000128, 456.00023400000003, 92.99968, 116.99951399999999]",2
16_Award_Ceremony_Awards_Ceremony_16_422,1024,1536,"[291.00032, 158.99980800000003, 380.99968, 509.99961600000006]",2
16_Award_Ceremony_Awards_Ceremony_16_447,1024,1497,"[331.00032, 187.0000005, 300.99968, 403.99988099999996]",2
16_Award_Ceremony_Awards_Ceremony_16_467,1024,1545,"[312.99993600000005, 306.99999750000006, 376.000512, 538.999515]",2
16_Award_Ceremony_Awards_Ceremony_16_474,1024,1485,"[351.00006400000007, 212.00008499999998, 357.000192, 484.00011]",2
16_Award_Ceremony_Awards_Ceremony_16_482,1024,1412,"[424.999936, 171.00026, 270.000128, 363.99948]",2
16_Award_Ceremony_Awards_Ceremony_16_490,1024,1370,"[336.99993600000005, 179.00077500000006, 353.000448, 472.99935]",2
16_Award_Ceremony_Awards_Ceremony_16_495,1024,1429,"[384.999424, 151.00028650000002, 209.000448, 298.99967300000003]",2
16_Award_Ceremony_Awards_Ceremony_16_512,1024,1542,"[357.999616, 119.99998199999996, 234.999808, 357.999972]",2
16_Award_Ceremony_Awards_Ceremony_16_524,1024,684,"[438.000128, 284.00022, 101.999616, 137.99973599999998]",2
16_Award_Ceremony_Awards_Ceremony_16_524,1024,684,"[848.0, 314.00046, 85.999616, 139.999752]",2
16_Award_Ceremony_Awards_Ceremony_16_546,1024,1479,"[184.99993599999993, 65.99963550000007, 778.999808, 1076.000601]",2
16_Award_Ceremony_Awards_Ceremony_16_56,1024,896,"[332.000256, 90.000064, 64.0, 94.00025600000001]",2
16_Award_Ceremony_Awards_Ceremony_16_56,1024,896,"[769.999872, 73.99974399999999, 60.000256, 110.000128]",2
16_Award_Ceremony_Awards_Ceremony_16_566,1024,1536,"[270.000128, 218.999808, 366.000128, 501.000192]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[0.9999359999999982, 30.999935999999998, 37.999616, 63.99974400000001]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[87.99948800000001, 23.000448, 71.000064, 85.999872]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[163.00032000000002, 88.00051200000001, 28.000256, 53.999616]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[191.000064, 34.999680000000005, 40.999936, 56.00025599999999]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[260.99968, 15.999743999999993, 69.000192, 93.000192]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[348.99968, 80.999808, 46.000128, 55.00032]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[445.00019199999997, 9.000192000000006, 65.000448, 76.99968]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[564.000256, 149.000448, 140.99968, 169.99987199999998]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[771.999744, 37.99987200000001, 120.000512, 191.000064]",2
16_Award_Ceremony_Awards_Ceremony_16_569,1024,768,"[830.000128, 97.99987199999998, 117.000192, 196.99968]",2
16_Award_Ceremony_Awards_Ceremony_16_589,1024,1506,"[455.99948800000004, 91.00004999999997, 103.000064, 147.00066]",2
16_Award_Ceremony_Awards_Ceremony_16_59,1024,1536,"[402.00038399999994, 158.99980800000003, 183.000064, 296.999424]",2
16_Award_Ceremony_Awards_Ceremony_16_591,1024,1411,"[369.00044800000006, 220.00029799999993, 305.999872, 437.99979800000006]",2
16_Award_Ceremony_Awards_Ceremony_16_637,1024,1276,"[395.99974399999996, 65.00007800000003, 243.999744, 393.999452]",2
16_Award_Ceremony_Awards_Ceremony_16_64,1024,1415,"[428.000256, 182.00012999999996, 231.999488, 339.00004]",2
16_Award_Ceremony_Awards_Ceremony_16_750,1024,747,"[370.000384, 99.99976950000001, 204.000256, 318.000141]",2
16_Award_Ceremony_Awards_Ceremony_16_752,1024,783,"[135.999488, 114.000102, 64.0, 112.00032]",2
16_Award_Ceremony_Awards_Ceremony_16_752,1024,783,"[360.000512, 143.999964, 67.999744, 87.999804]",2
16_Award_Ceremony_Awards_Ceremony_16_752,1024,783,"[684.000256, 161.9999595, 64.0, 90.000369]",2
16_Award_Ceremony_Awards_Ceremony_16_94,1024,768,"[144.0, 291.999744, 71.999488, 94.000128]",2
16_Award_Ceremony_Awards_Ceremony_16_94,1024,768,"[385.99987200000004, 339.99974399999996, 67.999744, 96.0]",2
16_Award_Ceremony_Awards_Ceremony_16_94,1024,768,"[560.0, 349.999872, 71.999488, 97.999872]",2
16_Award_Ceremony_Awards_Ceremony_16_94,1024,768,"[782.000128, 384.00000000000006, 64.0, 99.99974399999999]",2
17_Ceremony_Ceremony_17_1007,1024,1536,"[243.00032, 372.0, 174.000128, 237.00019199999997]",2
17_Ceremony_Ceremony_17_1007,1024,1536,"[700.000256, 446.99980800000003, 195.00032, 264.0]",2
17_Ceremony_Ceremony_17_1009,1024,681,"[174.00012800000002, 185.99982749999998, 103.999488, 132.000273]",2
17_Ceremony_Ceremony_17_1037,1024,2002,"[460.99968, 180.00082099999997, 199.000064, 241.999758]",2
17_Ceremony_Ceremony_17_668,1024,820,"[236.00025599999998, 104.00019000000002, 128.0, 189.99974]",2
17_Ceremony_Ceremony_17_668,1024,820,"[662.000128, 207.99955999999997, 101.999616, 128.00036]",2
17_Ceremony_Ceremony_17_735,1024,1543,"[340.000256, 177.9997085, 446.000128, 642.0006390000001]",2
17_Ceremony_Ceremony_17_782,1024,796,"[634.000384, 86.00023799999998, 135.999488, 174.00002800000001]",2
17_Ceremony_Ceremony_17_782,1024,796,"[262.00064000000003, 89.99973999999999, 99.999744, 163.99988]",2
17_Ceremony_Ceremony_17_818,1024,1611,"[678.000128, 200.99963699999998, 97.000448, 147.999348]",2
17_Ceremony_Ceremony_17_818,1024,1611,"[47.000576, 330.000462, 81.999872, 101.000034]",2
17_Ceremony_Ceremony_17_818,1024,1611,"[275.99974399999996, 172.99965150000003, 106.999808, 178.999821]",2
17_Ceremony_Ceremony_17_818,1024,1611,"[522.9992960000001, 278.999424, 58.000384, 79.000218]",2
17_Ceremony_Ceremony_17_972,1024,1326,"[399.000064, 201.999525, 126.999552, 169.00002600000002]",2
17_Ceremony_Ceremony_17_972,1024,1326,"[487.00006399999995, 547.000857, 170.999808, 238.99956600000002]",2
19_Couple_Couple_19_1014,1024,1237,"[690.9998079999999, 225.00040400000003, 197.999616, 260.999578]",2
19_Couple_Couple_19_1014,1024,1237,"[437.0007039999999, 401.00014550000003, 197.999616, 272.999715]",2
19_Couple_Couple_19_106,1024,690,"[305.999872, 121.999935, 60.000256, 82.00029]",2
19_Couple_Couple_19_106,1024,690,"[582.000128, 170.00013, 58.000384, 86.00022]",2
19_Couple_Couple_19_110,1024,874,"[681.999872, 257.999556, 133.999616, 180.00029999999998]",2
19_Couple_Couple_19_110,1024,874,"[158.00064, 200.000042, 133.999616, 183.999724]",2
19_Couple_Couple_19_125,1024,683,"[334.000128, 86.00028650000002, 213.999616, 333.999977]",2
19_Couple_Couple_19_125,1024,683,"[678.0006400000001, 114.00021300000003, 199.999488, 311.999864]",2
19_Couple_Couple_19_125,1024,683,"[38.00012799999999, 173.99971399999998, 186.000384, 276.00030000000004]",2
19_Couple_Couple_19_139,1024,682,"[366.000128, 159.99992799999998, 160.0, 211.99970000000002]",2
19_Couple_Couple_19_139,1024,682,"[513.999872, 130.00011199999997, 131.999744, 203.99984]",2
19_Couple_Couple_19_24,1024,683,"[182.00012800000002, 160.00026299999996, 179.999744, 201.99998200000002]",2
19_Couple_Couple_19_24,1024,683,"[232.0, 211.99978500000003, 208.0, 168.000242]",2
19_Couple_Couple_19_254,1024,679,"[605.999616, 41.99988450000001, 108.000256, 160.000239]",2
19_Couple_Couple_19_254,1024,679,"[572.000256, 68.00015250000003, 67.999744, 149.99992699999999]",2
19_Couple_Couple_19_301,1024,1373,"[366.999552, 112.9999595, 99.00032, 153.000255]",2
19_Couple_Couple_19_301,1024,1373,"[582.000128, 213.9992125, 97.000448, 129.000215]",2
19_Couple_Couple_19_317,1024,576,"[325.999616, 163.99987199999998, 110.000128, 212.000256]",2
19_Couple_Couple_19_317,1024,576,"[470.00064, 120.00009600000003, 181.999616, 206.00006399999998]",2
19_Couple_Couple_19_325,1024,768,"[315.999744, 248.00025599999998, 161.999872, 166.00012800000002]",2
19_Couple_Couple_19_325,1024,768,"[381.999616, 144.0, 176.0, 140.000256]",2
19_Couple_Couple_19_349,1024,1024,"[414.000128, 108.000256, 142.000128, 216.000512]",2
19_Couple_Couple_19_349,1024,1024,"[551.999488, 59.99974399999999, 138.000384, 218.000384]",2
19_Couple_Couple_19_50,1024,683,"[587.999744, 147.999953, 69.999616, 93.99992400000001]",2
19_Couple_Couple_19_50,1024,683,"[670.000128, 235.99972200000002, 74.000384, 108.000058]",2
19_Couple_Couple_19_509,1024,931,"[208.00051200000007, 48.00049799999999, 691.999744, 879.99982]",2
19_Couple_Couple_19_514,1024,768,"[199.99948799999999, 365.99961600000006, 252.000256, 336.0]",2
19_Couple_Couple_19_514,1024,768,"[2.000383999999997, 296.00025600000004, 197.999616, 313.999872]",2
19_Couple_Couple_19_548,1024,885,"[264.0, 95.99993249999997, 190.000128, 268.000125]",2
19_Couple_Couple_19_548,1024,885,"[613.9996160000001, 69.99951749999998, 174.000128, 234.000195]",2
19_Couple_Couple_19_631,1024,680,"[661.9996160000001, 215.99996, 142.000128, 210.00032]",2
19_Couple_Couple_19_631,1024,680,"[618.000384, 50.00006000000002, 128.0, 249.99996]",2
19_Couple_Couple_19_667,1024,1534,"[460.99968, 83.99953900000003, 234.000384, 352.99947799999995]",2
19_Couple_Couple_19_667,1024,1534,"[643.999744, 96.00002100000003, 252.000256, 359.00048599999997]",2
19_Couple_Couple_19_688,1024,1535,"[75.00032000000002, 289.999875, 275.00032, 373.99968]",2
19_Couple_Couple_19_688,1024,1535,"[592.999424, 135.00094750000002, 266.000384, 352.999345]",2
19_Couple_Couple_19_770,1024,769,"[624.0, 385.9999345, 60.000256, 79.999839]",2
19_Couple_Couple_19_770,1024,769,"[697.9993599999999, 376.000243, 56.000512, 76.00027]",2
19_Couple_Couple_19_822,1024,685,"[188.000256, 124.00007000000002, 266.000384, 370.00001000000003]",2
19_Couple_Couple_19_822,1024,685,"[412.000256, 137.99975749999996, 270.000128, 364.00009500000004]",2
19_Couple_Couple_19_832,1024,768,"[769.999872, 157.99987199999998, 199.999488, 114.000384]",2
19_Couple_Couple_19_832,1024,768,"[147.99974400000002, 334.000128, 124.000256, 149.999616]",2
19_Couple_Couple_19_835,1024,681,"[447.99948799999993, 92.00037599999999, 140.000256, 205.999776]",2
19_Couple_Couple_19_835,1024,681,"[540.000256, 115.99983750000003, 142.000128, 193.999875]",2
19_Couple_Couple_19_847,1024,1056,"[509.00019199999997, 489.99984000000006, 165.000192, 270.000192]",2
19_Couple_Couple_19_847,1024,1056,"[286.000128, 640.999392, 177.000448, 241.00032000000002]",2
19_Couple_Couple_19_86,1024,1537,"[221.999616, 287.99998600000004, 336.0, 368.999886]",2
19_Couple_Couple_19_86,1024,1537,"[419.99974399999996, 501.00052, 423.000064, 498.00029600000005]",2
19_Couple_Couple_19_873,1024,1385,"[77.99961599999997, 140.00064749999999, 357.000192, 505.00008499999996]",2
19_Couple_Couple_19_873,1024,1385,"[392.00000000000006, 94.99991999999997, 467.00032, 574.99937]",2
19_Couple_Couple_19_88,1024,682,"[581.9996160000001, 189.99974399999996, 131.999744, 180.00026]",2
19_Couple_Couple_19_88,1024,682,"[684.000256, 119.99994600000001, 131.999744, 180.00026]",2
19_Couple_Couple_19_881,1024,1333,"[252.00025599999998, 194.99923800000002, 96.0, 127.000242]",2
19_Couple_Couple_19_881,1024,1333,"[584.999936, 234.00081849999998, 81.000448, 124.999409]",2
19_Couple_Couple_19_90,1024,1536,"[333.00019199999997, 732.999168, 122.999808, 207.000576]",2
19_Couple_Couple_19_90,1024,1536,"[440.99993600000005, 787.0003200000001, 135.000064, 186.000384]",2
19_Couple_Couple_19_936,1024,879,"[766.000128, 319.99995, 85.999616, 112.000422]",2
19_Couple_Couple_19_936,1024,879,"[514.000384, 211.99985700000005, 94.000128, 127.99998]",2
1_Handshaking_Handshaking_1_107,1024,1392,"[391.000064, 177.00045599999996, 174.000128, 258.00024]",2
1_Handshaking_Handshaking_1_134,1024,754,"[320.00051199999996, 66.000259, 69.999616, 142.000066]",2
1_Handshaking_Handshaking_1_134,1024,754,"[697.999872, 57.99956499999999, 69.999616, 156.000338]",2
1_Handshaking_Handshaking_1_158,1024,736,"[210.000384, 145.999952, 112.0, 153.99990400000002]",2
1_Handshaking_Handshaking_1_158,1024,736,"[464.000512, 240.00040000000004, 51.999744, 93.999712]",2
1_Handshaking_Handshaking_1_158,1024,736,"[699.9997440000001, 40.000127999999975, 126.000128, 209.99993600000002]",2
1_Handshaking_Handshaking_1_158,1024,736,"[439.99948800000004, 303.999648, 56.000512, 66.00006400000001]",2
1_Handshaking_Handshaking_1_209,1024,687,"[196.00025599999998, 137.999751, 94.000128, 142.00015199999999]",2
1_Handshaking_Handshaking_1_209,1024,687,"[616.0, 38.00003100000001, 80.0, 175.999782]",2
1_Handshaking_Handshaking_1_275,1024,1536,"[431.999488, 209.999616, 222.000128, 312.0]",2
1_Handshaking_Handshaking_1_313,1024,678,"[266.00038400000005, 23.999843999999996, 85.999616, 157.999764]",2
1_Handshaking_Handshaking_1_313,1024,678,"[638.000128, 106.000215, 78.000128, 126.000198]",2
1_Handshaking_Handshaking_1_314,1024,671,"[344.00051199999996, 68.00014649999999, 71.999488, 111.999965]",2
1_Handshaking_Handshaking_1_343,1024,713,"[96.00051199999999, 75.99973949999999, 69.999616, 85.999921]",2
1_Handshaking_Handshaking_1_343,1024,713,"[297.999872, 96.00010250000001, 62.000128, 85.999921]",2
1_Handshaking_Handshaking_1_343,1024,713,"[493.999616, 71.99980949999998, 62.000128, 89.999851]",2
1_Handshaking_Handshaking_1_343,1024,713,"[700.000256, 91.99981600000001, 64.0, 76.000096]",2
1_Handshaking_Handshaking_1_343,1024,713,"[885.999616, 73.9997745, 60.000256, 81.999991]",2
1_Handshaking_Handshaking_1_35,1024,1392,"[440.0, 141.000552, 193.000448, 258.00024]",2
1_Handshaking_Handshaking_1_357,1024,682,"[147.999744, 116.00001600000002, 110.000128, 144.000208]",2
1_Handshaking_Handshaking_1_357,1024,682,"[589.999616, 192.00004999999996, 112.0, 152.000068]",2
1_Handshaking_Handshaking_1_362,1024,551,"[104.0, 10.000099000000034, 481.999872, 507.99996]",2
1_Handshaking_Handshaking_1_380,1024,693,"[673.9998720000001, 3.999995999999996, 142.000128, 123.999876]",2
1_Handshaking_Handshaking_1_411,1024,500,"[22.000128000000004, 62.0, 112.0, 150.0]",2
1_Handshaking_Handshaking_1_411,1024,500,"[260.00025600000004, 6.0, 154.000384, 172.0]",2
1_Handshaking_Handshaking_1_411,1024,500,"[669.999616, 64.0, 80.0, 198.0]",2
1_Handshaking_Handshaking_1_411,1024,500,"[861.999616, 114.0, 129.999872, 238.0]",2
1_Handshaking_Handshaking_1_453,1024,683,"[291.99974399999996, 64.00017350000002, 92.000256, 149.999777]",2
1_Handshaking_Handshaking_1_453,1024,683,"[676.0002559999999, 201.99998199999996, 69.999616, 138.00015000000002]",2
1_Handshaking_Handshaking_1_457,1024,768,"[248.0, 66.00000000000006, 513.999872, 663.999744]",2
1_Handshaking_Handshaking_1_465,1024,768,"[388.00025600000004, 172.00051199999996, 400.0, 507.99974399999996]",2
1_Handshaking_Handshaking_1_522,1024,592,"[702.000128, 31.999967999999996, 96.0, 149.999776]",2
1_Handshaking_Handshaking_1_567,1024,1534,"[207.000064, 277.99915, 460.99968, 695.000176]",2
1_Handshaking_Handshaking_1_733,1024,684,"[769.999872, 119.999592, 138.000384, 196.0002]",2
1_Handshaking_Handshaking_1_733,1024,684,"[481.999872, 191.99982599999998, 53.999616, 104.000148]",2
1_Handshaking_Handshaking_1_733,1024,684,"[323.99974399999996, 174.00002400000002, 78.000128, 145.9998]",2
1_Handshaking_Handshaking_1_733,1024,684,"[192.0, 11.999753999999996, 113.999872, 282.000204]",2
1_Handshaking_Handshaking_1_762,1024,1336,"[235.00032000000002, 210.99982400000002, 314.999808, 417.000336]",2
1_Handshaking_Handshaking_1_762,1024,1336,"[615.0000640000001, 437.999584, 184.999936, 214.00047999999998]",2
1_Handshaking_Handshaking_1_766,1024,1024,"[389.99961600000006, 90.00038400000003, 259.999744, 373.999616]",2
1_Handshaking_Handshaking_1_781,1024,1532,"[409.99987200000004, 219.00016599999998, 165.000192, 227.99990000000003]",2
1_Handshaking_Handshaking_1_781,1024,1532,"[713.000448, 362.00011, 179.999744, 227.99990000000003]",2
1_Handshaking_Handshaking_1_781,1024,1532,"[25.999871999999996, 290.99957, 90.000384, 171.000308]",2
1_Handshaking_Handshaking_1_801,1024,275,"[868.9996799999999, 27.00005, 97.999872, 132.9999]",2
1_Handshaking_Handshaking_1_801,1024,275,"[645.000192, 44.000137499999994, 53.999616, 69.999875]",2
1_Handshaking_Handshaking_1_801,1024,275,"[556.000256, 79.000075, 49.000448, 66.9999]",2
1_Handshaking_Handshaking_1_801,1024,275,"[409.999872, 23.000037500000005, 58.000384, 68.99997499999999]",2
1_Handshaking_Handshaking_1_801,1024,275,"[242.999808, 65.9998625, 58.000384, 68.000075]",2
1_Handshaking_Handshaking_1_801,1024,275,"[68.99968000000001, 59.9999125, 62.000128, 68.99997499999999]",2
1_Handshaking_Handshaking_1_827,1024,684,"[190.00012800000002, 59.999796, 71.999488, 167.999976]",2
1_Handshaking_Handshaking_1_827,1024,684,"[412.000256, 169.99965, 71.999488, 124.000308]",2
1_Handshaking_Handshaking_1_827,1024,684,"[759.999488, 132.00037199999997, 74.000384, 139.999752]",2
1_Handshaking_Handshaking_1_94,1024,1396,"[381.00019199999997, 207.00027599999999, 236.99968, 354.00047199999995]",2
20_Family_Group_Family_Group_20_100,1024,649,"[162.000384, 149.99980050000002, 69.999616, 90.000075]",2
20_Family_Group_Family_Group_20_100,1024,649,"[305.999872, 155.9998055, 71.999488, 92.000293]",2
20_Family_Group_Family_Group_20_100,1024,649,"[494.000128, 172.00025150000002, 85.999616, 99.999867]",2
20_Family_Group_Family_Group_20_100,1024,649,"[688.0, 194.00037799999998, 81.999872, 105.999872]",2
20_Family_Group_Family_Group_20_100,1024,649,"[873.999872, 36.000354500000014, 101.999616, 133.999679]",2
20_Family_Group_Family_Group_20_1003,1024,512,"[192.0, 66.00012799999999, 131.999744, 152.0]",2
20_Family_Group_Family_Group_20_1003,1024,512,"[336.0, 88.00025600000001, 142.000128, 200.0]",2
20_Family_Group_Family_Group_20_1003,1024,512,"[480.0, 102.000128, 131.999744, 211.999744]",2
20_Family_Group_Family_Group_20_1003,1024,512,"[627.999744, 148.00025599999998, 99.999744, 147.999744]",2
20_Family_Group_Family_Group_20_101,1024,710,"[38.000128000000004, 66.00017999999999, 40.999936, 48.99994]",2
20_Family_Group_Family_Group_20_101,1024,710,"[134.999552, 93.00006, 37.000192, 40.99966]",2
20_Family_Group_Family_Group_20_101,1024,710,"[229.000192, 66.00018, 35.999744, 44.00012]",2
20_Family_Group_Family_Group_20_101,1024,710,"[384.0, 29.999985000000002, 35.999744, 46.99987]",2
20_Family_Group_Family_Group_20_101,1024,710,"[491.999744, 52.000045, 37.000192, 46.000189999999996]",2
20_Family_Group_Family_Group_20_101,1024,710,"[555.00032, 75.99981999999999, 37.000192, 39.0003]",2
20_Family_Group_Family_Group_20_101,1024,710,"[637.000192, 77.00021, 37.999616, 44.00012]",2
20_Family_Group_Family_Group_20_101,1024,710,"[732.000256, 81.999675, 42.999808, 46.000189999999996]",2
20_Family_Group_Family_Group_20_101,1024,710,"[845.000704, 100.99963, 39.999488, 48.00026]",2
20_Family_Group_Family_Group_20_101,1024,710,"[970.999808, 60.000325000000004, 46.999552, 55.999829999999996]",2
20_Family_Group_Family_Group_20_101,1024,710,"[893.999616, 293.000315, 51.00032, 59.99997]",2
20_Family_Group_Family_Group_20_101,1024,710,"[784.0, 274.00000500000004, 42.999808, 55.999829999999996]",2
20_Family_Group_Family_Group_20_101,1024,710,"[666.999808, 259.99987, 42.000384, 57.9999]",2
20_Family_Group_Family_Group_20_101,1024,710,"[561.999872, 246.99976999999998, 39.000064, 44.99980000000001]",2
20_Family_Group_Family_Group_20_101,1024,710,"[203.00032, 213.0, 51.999744, 62.00004]",2
20_Family_Group_Family_Group_20_101,1024,710,"[72.0, 271.000255, 44.000256, 51.00001]",2
20_Family_Group_Family_Group_20_1015,1024,576,"[221.999616, 363.000096, 26.000384, 27.999936]",2
20_Family_Group_Family_Group_20_1015,1024,576,"[382.000128, 279.0, 71.000064, 105.000192]",2
20_Family_Group_Family_Group_20_1015,1024,576,"[515.999744, 351.000288, 88.000512, 100.999872]",2
20_Family_Group_Family_Group_20_1015,1024,576,"[647.0005759999999, 333.00028800000007, 97.999872, 99.99993599999999]",2
20_Family_Group_Family_Group_20_1015,1024,576,"[986.999808, 242.99999999999997, 14.000128, 21.999744]",2
20_Family_Group_Family_Group_20_1026,1024,1281,"[220.00025599999998, 234.99944999999997, 74.999808, 74.999988]",2
20_Family_Group_Family_Group_20_1026,1024,1281,"[368.0, 285.000723, 60.000256, 87.99957599999999]",2
20_Family_Group_Family_Group_20_1026,1024,1281,"[591.000064, 249.99996000000002, 55.000064, 68.000604]",2
20_Family_Group_Family_Group_20_1026,1024,1281,"[678.000128, 232.99980900000003, 72.999936, 115.000494]",2
20_Family_Group_Family_Group_20_1026,1024,1281,"[472.999424, 482.999769, 65.000448, 87.99957599999999]",2
20_Family_Group_Family_Group_20_1026,1024,1281,"[203.00032000000002, 453.00003000000004, 62.999552, 84.99947399999999]",2
20_Family_Group_Family_Group_20_1037,1024,449,"[0, 169.999931, 83.00032, 145.00006]",2
20_Family_Group_Family_Group_20_1037,1024,449,"[139.99974400000002, 121.000112, 76.000256, 117.999894]",2
20_Family_Group_Family_Group_20_1037,1024,449,"[219.00032000000002, 43.00005650000001, 72.999936, 111.999907]",2
20_Family_Group_Family_Group_20_1037,1024,449,"[343.000576, 44.99990249999999, 69.999616, 99.999933]",2
20_Family_Group_Family_Group_20_1037,1024,449,"[568.000512, 47.99989600000001, 64.0, 83.999818]",2
20_Family_Group_Family_Group_20_1037,1024,449,"[759.000064, 104.00007399999998, 67.00032, 76.999908]",2
20_Family_Group_Family_Group_20_1037,1024,449,"[967.9994879999999, 107.99999050000001, 56.000512, 128.999945]",2
20_Family_Group_Family_Group_20_1037,1024,449,"[913.000448, 137.0000025, 71.999488, 98.00008700000001]",2
20_Family_Group_Family_Group_20_108,1024,744,"[253.999616, 66.00024000000002, 65.999872, 92.000064]",2
20_Family_Group_Family_Group_20_108,1024,744,"[104.00051200000001, 319.99997999999994, 71.999488, 100.000296]",2
20_Family_Group_Family_Group_20_108,1024,744,"[281.99936, 326.00034, 106.000384, 83.999832]",2
20_Family_Group_Family_Group_20_108,1024,744,"[456.0, 220.00005600000003, 62.000128, 88.00032]",2
20_Family_Group_Family_Group_20_108,1024,744,"[683.999744, 190.000116, 69.999616, 102.000168]",2
20_Family_Group_Family_Group_20_108,1024,744,"[820.000768, 116.00001599999999, 71.999488, 97.99968]",2
20_Family_Group_Family_Group_20_108,1024,744,"[726.000128, 389.999964, 76.000256, 100.000296]",2
20_Family_Group_Family_Group_20_108,1024,744,"[528.999424, 429.999636, 60.000256, 78.000216]",2
20_Family_Group_Family_Group_20_109,1024,683,"[179.00032000000002, 28.999838500000003, 60.000256, 84.000121]",2
20_Family_Group_Family_Group_20_109,1024,683,"[290.99980800000003, 160.000263, 62.999552, 78.99987800000001]",2
20_Family_Group_Family_Group_20_109,1024,683,"[403.999744, 91.9997585, 64.0, 86.99985699999999]",2
20_Family_Group_Family_Group_20_109,1024,683,"[449.999872, 149.999777, 49.999872, 62.000007999999994]",2
20_Family_Group_Family_Group_20_193,1024,1471,"[315.999744, 799.9996725000001, 115.00032, 132.000185]",2
20_Family_Group_Family_Group_20_193,1024,1471,"[616.9999359999999, 858.0004670000001, 120.000512, 154.99927]",2
20_Family_Group_Family_Group_20_193,1024,1471,"[562.000384, 842.9999445, 80.0, 160.999479]",2
20_Family_Group_Family_Group_20_22,1024,768,"[760.0, 270.00000000000006, 33.000448, 37.999872]",2
20_Family_Group_Family_Group_20_22,1024,768,"[713.999872, 284.99980800000003, 30.999552, 35.000064]",2
20_Family_Group_Family_Group_20_22,1024,768,"[640.0, 292.00012799999996, 28.000256, 37.999872]",2
20_Family_Group_Family_Group_20_22,1024,768,"[620.000256, 233.99999999999997, 32.0, 35.000064]",2
20_Family_Group_Family_Group_20_22,1024,768,"[544.0, 245.000448, 24.999936, 28.99968]",2
20_Family_Group_Family_Group_20_22,1024,768,"[468.000256, 228.99955200000002, 30.999552, 32.000256]",2
20_Family_Group_Family_Group_20_22,1024,768,"[409.000448, 260.000256, 23.000064, 26.999808]",2
20_Family_Group_Family_Group_20_22,1024,768,"[344.999936, 256.000128, 28.000256, 33.000192]",2
20_Family_Group_Family_Group_20_22,1024,768,"[310.000128, 246.99993600000002, 30.000128, 35.000064]",2
20_Family_Group_Family_Group_20_22,1024,768,"[248.0, 282.99993599999993, 30.999552, 32.000256]",2
20_Family_Group_Family_Group_20_22,1024,768,"[243.00032, 323.99999999999994, 21.999616, 22.000128]",2
20_Family_Group_Family_Group_20_22,1024,768,"[177.99987199999998, 291.000192, 28.99968, 34.000128]",2
20_Family_Group_Family_Group_20_22,1024,768,"[609.999872, 526.0001279999999, 21.999616, 24.0]",2
20_Family_Group_Family_Group_20_227,1024,832,"[299.99974399999996, 205.99987199999998, 122.000384, 182.0]",2
20_Family_Group_Family_Group_20_227,1024,832,"[638.000128, 172.00019200000003, 131.999744, 205.999872]",2
20_Family_Group_Family_Group_20_227,1024,832,"[476.00025600000004, 477.99980800000003, 106.000384, 123.999616]",2
20_Family_Group_Family_Group_20_255,1024,900,"[603.999744, 436.00005, 58.999808, 54.9999]",2
20_Family_Group_Family_Group_20_255,1024,900,"[489.000448, 418.9995, 62.999552, 68.0004]",2
20_Family_Group_Family_Group_20_255,1024,900,"[307.99974399999996, 445.99995, 53.999616, 62.0001]",2
